Review,Class
en la calle empedrado  al lado de la catedral se encuentra este famoso local conocido por sus ilustres visitantes y por su mojito  en la actualidad una masa de turistas se arremolinan en su puerta haciendo dificil acceder al lugar  y los mojitos se preparan por   mas,3
todo excelente  el personal  el aseo  la comida  las zonas comunes  todo    volveria sin duda  fue un viaje muy agradable  el personal siempre estuvo dispuesto a ayudarnos en cualquier situacion  demasiado bueno y un muy buen precio  ,5
nuestra excursion  chichen itzu ruinas mayas  se toma un    minutos en ferry de la peninsula  varias personas tenia sickeness al mar  se necesita agua para el viaje y se puede comprar por     botella  en el barco  te sugiero que tome   por persona  el viaje en autobus es de   horas  y muy aburrido  nos dieron una bolsa con    muffin  condimentos  un platano  naranja fuerte y patatas fritas  guarde los condimentos para mas tarde  despues de ver las ruinas  nos presentaron un sandwich de sub y una soda  las ruinas fueron geniales  llevar repelente de insectos por si acaso  habia acres de las ruinas  nos dieron tiempo despues de la visita a pasear por las ruinas y para ir de compras  habia un monton de vendedores locales que venden camisetas colorido  mantas  etc  puedes conseguir un gran precio  no llevar traje  no te por agua  hay un monton de iguanas en las ruinas que no parecen estar miedo de los turistas  volver al autobus a tiempo  o se quedaran atras  habia al menos   personas que no estaban atras en el tiempo y nos dejo alli  era    grados en febrero  asi que lleve un gran leng eta para proteger el sombrero ,2
un muy buen hotel  grande  muy limpias  confortables y habitaciones grandes  todo el personal de la gente que trabaja alli es muy agradable  los guardias de seguridad  los camareros  las se oras que trabajan en el servicio de recepcion  todo el mundo le haran sentir bien  llegamos alli el    julio y nos alojamos en la habitacion     y nuestras maletas nos trajo luis  muy  muy buena persona  la recepcion es rapido  no perder tiempo  y si pides los recepcionistas  amablemente dar algunas ideas de lugares para visitar en la ciudad y como llegar  pagamos por dos noches witrh desayuno continental  pero como una buena sorpresa  no fue un desayuno continental  que era un buffet  muy variados productos  en una gran y bonita habitacion  y con una asistencia rapida y agradable ,4
que decir del hotel  muy bien ubicado aunque un poco deteriorado  tuvimos un problema se estropearon los   ascensores y los clientes se tuvieron que subir las maletas ellos   yo estaba en el piso     nadie del hotel se digno a subir maletas   algo que en ese hotel pasa con mucha frecuencia    del personal de recepci n alguno bastante desagradable salvo si soltabas pesos  el buffet del desayuno bastante flojo para un hotel de   estrellas si llegabas despues de las nueve faltaban muchas cosas   todos los que coincidimos ese viaje comentamos que le sobra una estrella la limpieza buena las habitaciones muy grandes yo personalmente no lo aconsejo vale la pena pagar un poco mas y tener un   estrellas real  este no lo es  y tener cuidado   dejan entrar al hotel  a cubanos que no son de ,3
la calidad de los alimentos es muy mala el precio de la habitacuon incluia desayuno buffet el cual estaba muy feo con nada de variedad  habitaciones tienen un olor muy desagradable  lo salva la ubicacion que es buena ,2
una avenida con todo el sabor local y con edificios que evocan otras epocas  sin duda no puede faltar un paseo por todo este paseo montejo  puede ser caminando  en caladria o en auto,5
hermosa construccion que alberga al ejecutivo estatal que cuenta con cuadros que ilustran parte de la historia de yucatan  es un lugar que hay que poner en la agenda para visitar cuando esten de visita,5
las instalaciones muy modernas y amplias  y la ubicacion es excelente  a unas cuadras de la plaza principal y a cinco del paseo montejo  el personal muy amable  tanto en la recepcion como en el restaurante ,5
si bien es una plaza enorme de cemento con un gran valor historico  el lugar es bastante feo y poco atractivo  a quien le interese la historia de la revolucion  es un sitio de visita obligatoria  la mejor forma de llegar es con el bus turistico  en los alrededores no hay nada interesante para hacer tampoco ,4
ya habia venido en otras ocasiones y por eso lo recomende y venimos a desayunar  pero esta vez super lentos en el servicio  llegaron muchas mesas despues y les sirvieron antes  tuvimos que estar pidiendo continuamente las cosas y no estaba lleno el restaurante  ademas   mas,3
uno de los mayores hoteles en nuevo vallarta  el samba es un establecimiento de   estrellas que gana una estrella adicional por su ambiente agradable y acogedor personal y excelente relacion calidad precio  es un destino popular para los viajeros canadienses  y la proporcion de extranjeros para huespedes mexicanos mientras estabamos alli era aproximadamente de          habia un monton de familias  la comida es abundante  pero olvidables  probar el restaurante italiano si quieres un paso en calidad  cada una de las dos habitaciones en las que nos alojamos  una habitacion orientada al sur y numeradas impares una habitacion con vistas a la piscina en la parte norte  era comoda y estaba limpia  la playa es fantastica  y si no le importa caminar un poco puedes ir hacia el norte y llegar a karen  una gran playa restaurante en buceria  en unos    minutos  el taxi de vuelta a samba  sistema de taxi es excelente  era de unos     pesos   aproximadamente    us  sillas de salon  ambos alrededor de la piscina y en la playa  eran abundantes  sin duda volveremos ,4
sistema de transporte  rapido  limpio y seguro es muy barato e integrado al sistema de transporte integral de medellin muy economico y ayuda enormemente al movimiento de grandes cantidades de personas en poco tiempo ,4
visite la semana pasada por primera vez  bistec es el mejor que he probado en mexico  usted puede recoger el corte y espesor quieres  precio es muy razonable  recomendaria compartiendo una papa entre parejas y ensalada entre dos parejas  el personal es amable     yo recomendaria llevar tu propia botella de vino porque una botella decente el restaurante le costara mas de su comida     se trata de un nuevo favorito para mi esposa y yo ,5
solicitar un mojito en una famosa hang out de hemingway  las bebidas son caros en comparacion con otros lugares pero no les culpo rastrillo en la historia de   living   vale la pena ,4
nunca enviaron las facturas cuando lo prometian y tenia que esperar hasta    minutos para que me atendieran en recepcion  al igual que en el restaurant montana habia que recordarles frecuentemente que enviaran por correo las facturas,1
una excelente atencion por parte de oscar lopez y carlos pineda en la zona de playa en mozza mare  los camastros limpios y sanitizados y el trato muy amable  el lugar increible para relajarse  las caba as con camastros muy comodas  la alberca riquisima un excelente lugar para pasar el dia en nuevo vallarta ,5
es bonito  y muy moderno   tiene una buena sala de proyeccion  es el mas nuevo de yucatan   presentan  conferencias y clases de pintura,4
edificio colonial donde radicaban los obispos  pero en el siglo pasado ellos cambiaron de domicilio de modo que se convirtio en museo  que en un tiempo tambien fue cabaret  segun menciona un cartel dentro del museo   poco que ver dentro  lo impresionante es la vista de la ciudad  del cerro de la silla y de las demas monta as que la rodean  mas hacia arriba se encuentra un mirador y obviamente la vista panoramica es magnifica  ahi hay una hasta bandera de     metros de alto ,4
en mi opinion hay mil cosas mas interesantes que hacer en guanajuato  pero como es tan tradicional y ante la insistencia de mi esposo decidimos visitarlo  como fuimos en temporada baja no habia nada de fila  pagamos rapido y entramos  y cuando las vi cai en cuenta que eso que todos veian con asombro eran personas muertas  o sea lo sabes  pero cuando llegas  lo sientes    y lo peor es cuando llegas con las momias infantes  te invade una tristeza    no lo volveria a visitar  pero tampoco les quito la intencion  nomas vayan para que no les platiquen   ,1
mucho mejor que los otros dos cerca de todo  hoteles con todo incluido  tropicoco y atlantico  un poco mas lejos de la habana  a adir en   cuc promedio a la tarifa regular de un taxi   las habitaciones son estupendas  buffet abundante  no hay restaurantes a la carta  la mayoria de los huespedes son europeos  principalmente italianos  como el hotel pertenece a una cadena hotelera italiana vacaciones  esta es una de las razones por las que la principal lengua hablada no es el ingles  sin embargo no lo hemos experimentado problemas importantes de comunicacion con los lugare os  el personal es amable  eficiente  eficaz y amable  no se olvide de propina  la mayoria de las veces se lo merecen ,3
hicimos el tour para ver este espectaculo mundialmente famoso de varaderoviaje de dos horas a la habana era la pena  mostrar energia con canciones y bailes va sin parar por mas de    minutos  botella de ron por pareja  con coca cola  coctel especial tropicana    cuc  el tour incluye la cena que estaba mal  pollo y arroz   pero el espectaculo era genial  fivecuc si quieres tomar fotos  popular entre los lugare os ,3
todo estuvo muy bien  el bufete super rico  los cocineros muy amables y los se oritas del servicio hacen un buen trabajo los ba os son limpios  en si todo esta muy buen estado  las instalaciones no se diga ,5
increible lugar para visitar  ojala tuvieramos el tiempo para caminar todos los dias o de ejercicio alrededor  aire libre  muchos museos  lagos y un parque infantil  sin duda  una gran atraccion turistica lugar de la ciudad ,5
despues de leer los comentarios de otras personas de este hotel  tuvimos unas expectativas muy altas  pero este hotel supero en casi todos los aspectos  caminar en la puerta es como entrar en un  gran hotel clasico europeo    el servicio era todo impecable  y nuestra habitacion  una suite en la seccion colonial  era magnifica  la comida en los restaurantes era fantastico  y el buffet de desayuno es uno de los mejores que hemos encontrado en el mundo  todo el personal era muy servicial y amable  y cualquier peque os problemas  esto es cuba despues de todo  fueron inmediatamente y amabilidad  las piscinas de la azotea son estupendas  la de la seccion colonial es el mejor  y su peque o restaurante junto al hotel es un lugar encantador para una cena sencilla en el aire fresco de la ,5
buena comida y atenci n  hasta con musica en vivo  buenisimo  muchas fotografias de celebridades  realmente vale la pena conocer el lugar donde nacio el mojito ,4
me voy totalmente satisfecha de este hermoso lugar  es exotico  acogedor y con una maravilla de servicio  desde la habitacion  hasta el personal de trabajo  el servicio en la alimentacion  bebidas y demas  es perfecto  no queda mas que agradecer por tan excelente atencion ,5
es verdaderamente agradable recorrer este callejon entre antig edades  pinturas y esculturas  tener la oportunidad de platicar con las personas en el lugar y disfrutar de sus pintorescas construcciones que albergan cafes  tiendas y restaurantes no olvidar visitar la pasita un expendio de licores  con mucho sabor y buenas historiasuna visita obligada en el centro de puebla  ,5
llegamos a la habana en el tipico viaje a cuba en el cual estas unos dias aca y otros en varadero  pero la verdad es que la experiencia de esta maravillosa ciudad y este excelente hotel solo hacen que te den mas ganas de quedarte  o en mi caso como no pude  de volver pronto   el hotel es magnifico recientemente remodelado  me correspondio hospedarme en el ala nueva  y ya el paso desde la parte antigua a la nueva por un pasillo subterraneo lo hace de inmediato un hotel muy interesante  la habitacion es grande  comoda con excelente vista  en mi caso veia directamente el capitolio   tiene el mobiliario y espejos precisos y muy utiles  el ba o de lujo  y el servicio a la habitacion de primer nivel  las piscinas son panoramicas y comodisimas con atencion de garzones todo el tiempo y ,5
no hubo agua caliente para mi estancia de   dias  ni siquiera tibia   muy frias  que no fue tan malo en la tarde despues de estar todo el dia en el calor era insoportable  pero por las ma anas  el desayuno era bastante malo  si no hubiera sido por los huevos a la orden cocinar tengo hambre pero su boton maquinas de cafe que un bastante buen cafe ole  la habitacion era enorme y tenia un balcon con vistas al muelle y al oceano  que se alojen en el antiguo edificio del hotel y no en la seccion nueva villa  hable con un canadiense alli y me dijo que era bastante agradable  la piscina alli es tranquila y el extenso ron de cigarros tienda de en frente en el vestibulo es fabuloso  vladimir el barman en el peque o bar al final del pasaje por el buffet del restaurante es genial  esta ,2
hemos estado aqui cinco horas y es nuestra experiencia hasta ahora     la mujer t s ofrecio una mejora a otro hotel con una habitacion con una cocina completa  comedor  sala de estar con   sofas y dormitorio  al llegar aqui  es una habitacion de hotel normal y ella totalmente negado mostrarnos fotos de la habitacion en la que pensamos que nos iban a dar  no sorprende que t personas s tienen esa reputacion pobre     el complejo es enorme  con mucho que hacer  y un enlace tiene a todas partes  he de rodillas  consiguiendo en el transporte es muy dificil     la playa no esta cerca del hotel  ni es la piscina ,5
reservamos un par de habitaciones por   noches en este hotel  ya que los otros conocidos en la zona ya estaban reservadas  inicialmente asignados a una planta eran el ascensor no paraba  el dia despues nos trasladamos a las habitaciones mas grandes en un piso mas alto  cada habitacion de la vi eran demasiado viejos  bastante sucio  con bichos en los ba os  accesorios rotos  ni internet  que supuestamente solo esta disponible en el vestibulo y simplemente no es el lugar al que quieres que terminan despues de un largo y caluroso dia  mercure accor no parece ser brindar una experiencia uniforme de los consumidores y la gerencia del hotel debe saber lo que un hotel de   estrellas parece y no parece tener planes para mejorar pronto despues de ver las criticas antiguas en torno a ,2
mercure sevilla  la habana  mi esposa y yo viajamos a cuba con la compa ia vacaciones  el holiday place  llegando al hotel sevilla  la habana en      pm en    th      enero  y pusieron en la habitacion      posiblemente la peor habitacion  habia una gran parcela de moho en el ba o techo  parte del mismo techo parecia inseguro  y es probable que a caer  el agua de la ducha estaba rota  el lavabo estaba bloqueado y no tragaba lejos  no habia rollo titular  la puerta de la habitacion se pegaba y requiere fuerza para abrir o cerrar  no habia ni una cadena de bloqueo de seguridad  tampoco  no habia control remoto para la television  las cortinas estaban rotas y no cerraba  y la habitacion estaba sucia y en general con la necesidad de una buena limpieza  nos fuimos a la recepcion solo ,1
por el precio que pague  pude quedarme en otro hotel  mucho mas accesible y mejor servicio  no te informan de nada  mas que esta es su llave  su habitacion es tal en el  er piso  si quieres algo mas pregunta por que no te diran nada ,3
el dia           viaje a cuba junto a toda mi flia en el      me habia hospedado con mi esposa y unos amigos era un hotel para recomendar asi en esta ocasion no dude y fui directamente ya que pasariamos la noche para al otro dia seguir viaje a varadero mi sorpresa fue el deterioro del mismo la mala atencion por parte del personal de recepcion ascensores  que no funcionaban y lo peor cuando logre llegar a la habitacion no salia agua de la ba era cuando lograron hacer salir un poco de agua no llegaba a ducha la respuesta fue espere se llene y se ba a no sabia si reir o llorar por lo tanto no se lo recomiendo a nadie,1
hotel deauville esta bien para una opcion economica  habitacion limpia  bien vistas  por las ventanas estaban sucias   esta bien situado    pero  ahora  para todas las malas   el desayuno es en efecto bastante deprimente  una seleccion bastante decente de alimentos  problema esta ninguno de que esta muy bien  hotel en si es un cemento monstrocity y viejo  pero eh  esto es la habana    un enorme problema cuando mi estancia aqui sin embargo  que era desafortunado lo suficiente para conseguir asaltaron en el malecon no lejos del hotel  ten cuidado en el parque maceo malecon  todos veces de dia  que era solo       cuando me lo asaltaron  dos tios metio mi amigo y yo de detras   obviamente que necesitabamos para cancelar por lo tanto mi tarjetas y telefono  para que el hotel me ,3
excelente lugar para compartir con   tus amigos y familia  la vista es hermosa y show en vivo los cantantes     ,5
es facil coger un taxi desde el hotel maya  tuvimos buenas bebidas y deliciosos entrantes  el ganador fue el pargo rojo para compartir  el servicio era bueno  precios razonables  quise probar la ubicacion pero de puerto vallarta se acabaron de noches para disfrutar de los restaurantes en puerto vallarta     ten cuidado con el amable conciudadanos multipropiedad merodeando entre lo que le chat  ayudando con pidiendo  confusa la primavera no iniciados y luego el campo de ventas   ,4
recinto del porfiriato  sumamente bello  nos toco un concierto bellisimo  lo disfrutamos mucho  vale la pena hacer el recorrido ,5
nos quedamos muy decepcionados de la laguna nos dijeron por conductores de taxihotel personas  etc  lo bueno que era  las bebidas eran inferiores y demasiado caro  no me importa gastar dinero para calidad pero este espectaculos cumplian  hay mejores restaurantes mexicanos en estados unidos  no malgastes tu tiempo ,2
hotel ruidoso  dan prioridad a personas que pasan el dia en lugar de los huespedes  las piscinas ruidosas y si uno pide que bajen el ruido lo suben mas  nos toco al lado unas personas haciendo fiesta en el cuarto en la madrugada  no hizo nada el hotel,1
tuvimos una comida fantastica aqui  la vieja ropa es excelente  aunque la porcion podria ser un poco peque a para un hambriento male  el ambiente es bueno y esta bien ubicado ,4
este hotel esta ubicado en una zona muy tranquila de la havana  sus habitaciones son comodas  modernas y el servicio de bufet para el desayuno es muy variado  el servicio de sus colaboradores es excelente  sin embargo hay que decir que no funcionan todos sus elevadores y en los pasillos de las habitaciones hay permanentemente un olor desagradable  el cual desaparece cuando ingresamos en ellas  es excesivamente costoso el servicio de wi fi,4
el personal y el propietario muy amable  mi esposa y yo tuvimos el combo especial para dos  la langosta era hecha pero el resto era muy bueno y el tama o de la porcion era mas que suficiente  volveria a comer alli ,4
vale la pena su visita y apreciar las obras que tienen vale para todas las edades muy cerca de la zona en que caminas viendo la vieja ciudad,5
el hotel es bonito tiene buen servicio la gente es muy amable  no tuve la oportunidad de probar los alimentos  ya que fui con mis hijos a una boda y no disfrutamos el hotel   la tarifa se me hace alta y no hay descuento para due os de agencia  hay hoteles que hasta cortesia me otorgan ,4
fue mi peor experiencia en cuanto a hoteles camas feas y vencidas ba o askerocisimo  sin regadera tenia una mangera colgada puerta orrible muy mala esperiencia elevador mal estado recamareras llenavan los elevadores  avia   y solo servia   muy mal servicio,1
las instalaciones son preciosas  bien conservadas  arquitectonicamente maravillosas y la exhibicion de las obras del maestro botero son dignas de admirar  es indescriptible la sensacion de apreciar con tus propios ojos todo lo que alli encuentras ,5
tiene un costo de   cuc por persona  bastante elevado para mi gusto  es un cementerio muy grande y lejos de otras zonas turisticas  puedes llegar por medio del bus turistico y alrededor en realidad no hay nada mas no lo recomiendo  mejor ahorrense esos   cuc para otros museos o castillos ,3
es una experiencia magica  nos toco presenciar el espectaculo en tajin  porque en papantla nadie nos supo dar informes  hubo quien nos informo  pero estaban equivocados ,1
gran edificio cubano construido en       y  destinado a el congreso nacional  nunca a podido ser ocupado por tal  debido a la dictadura de castro  actualmente en abandono y cerrado con planchas de zinc ,3
buen museo en una casa de atrio  con jardin y bancos en el patio  obras en su mayoria muy similares con personas o animales consistentes tipico de botero ,4
tome su tiempo para visitar cada una de las plantas  el museo tiene mucho que ofrecer  muchos detalles sobre como oro ha sido utilizada en el tiempo se muestra  es una pena mucho de que se llevaron cuando colombia fue descubierto  lo que queda es sin duda vale la pena verlo  muchas piezas son mostradas por lo tantotodavia podemos tener una idea de lo que paso en america del sur al final o durante su visita tomar un rato para almorzar o un cafe en el restaurante  muy buena tambien  si tienes un presupuesto el mejor dia para visitar es el domingo  todavia hay montones de oro   ,5
pesimas instalaciones  viejas y mal conservadas  la ubicacion es regular pues es centrica sin embargo durante toda la estadia no habia agua caliente  las toallas y la ropa de cama son viejas y en mal estado  y la alberca es un chapoteadero en malas condiciones  definitivamente  por ese precio se puede conseguir algo mucho mejor  no lo recomiendo para nada,1
hemos estado en otros hoteles de la cadena melia en cuba  y este nos ha parecido el peor de todos  la ubicacion esta en el barrio del vedado  o sea para ir al centro tienes que tomar un transporte ya que andando esta lejisimos  lo peor del hotel es el trato del personal que trabaja  desde luego en cuba nos encontramos con gente maravillosa en todos los sitios  menos en este hotel  parece que les debes algo  ya que el trato y la amabilidad predominan por su ausencia  sin duda algo a tomar nota por la direccion de este hotel  y desde luego a mejorar  no volveremos en la vida ,4
es un castillo interesante  pero la experiencia termina siendo sosa  sin sabor a nada  muchisima gente por todas partes  guias y audioguias  que no entregan gran informacion  de todas formas hay que conocerlo  ,3
soy cartagenera  los invito a mi tierra llena de encanto  romantica  recorrer el centro amurallado lleno de historia   diversion sana para grandes y chicos  noche cartagenera no te la puedes perder estas invitado,5
excelente lugar para probar nuevos cocteles y nuevas experiencias     recomendadisimo  el mesero juan moreno excelente servicio y atencion,5
lo que un respiro maravilloso de la ciudad  se encuentra situado en la playa  en una preciosa habitacion  construido en estilo tailandes  estamos en una suite junior  pero todas las habitaciones que vimos aspecto precioso  la vista al caribe  directamente desde nuestro balcon es genial y  desde este punto tambien podemos ver increibles puestas de sol  estamos rodeados de palmeras  buganvillas  discreto sombrillas junto con una preciosa piscina y jacuzzi   otro punto positivo es el personal muy atento  sin embargo  la ventaja mas inesperada es la comida  ofrecen una muy atractivo menu a la carta y nuestra comida ultima noche era increible  hemos estado en colombia desde el   feb  y este ha sido el mejor ejemplo de una cocina exquisita  el karmairi spa con razon merece su ,5
muy seguros caminando  un monton de excursiones disponibles en la torre del reloj  un monton de bares y sabor local  tambien hay un monton de gente tratando de vender sombreros y pulseras pero que te dejan solo si decir que no ,2
es una buena opcion para degustar diversos platos a precios economicos despues de un paseo x el capitolio  su bolsillo los agradecera  mejor reservar x que el  dia de amor habia una cola interminable ,5
en cartagena por primera vez   no puede faltar la visita al castillo de san felipe  la verdad es impresionante  lo tienen hermoso y hay que tomar el tour guiado que lo pasea a uno por todos los callejones y pasadizos y es muy buen plan  no me acuerdo cuanto vale la entrada  pero no es muy costoso ,4
esplendor marchito  con necesidad de traerlo en particular los ascensores  que no todos los dias  sin embargo  los porteros fueron muy eficientes y serviciales  ir mas alla  la informacion turistica era deficiente e ineficiente prometiendo volver a mi con informacion  pero fallando  se requiere para ir a otro hotel para conseguir reservas turisticas,3
muy bonito  vale la pena el pisaje es realmente hermoso   pero toka tener cuidado subiendo pq se ven algunas caras no tan amigables   ,4
esta plaza estaba casi perdido  pero habia sido reconstruido     funcionamiento anterior como un mercado rodeado por los comerciantes casas cuando nos fuimos  la escultura titulada  el hombre temporal comensal  habia sido retenido por demanda popular local  ver foto ,3
la comida es muy sabrosa  asi como las bebidas  la ubicacion esta cerca de muchos sitios para turistas  si vas  tienes que probar  los cuatro yucas  te da una introduccion a la comida yucateca  si vas en el fin de semana en     pm  puede   hacer una reserva  asi que no espere mucho tiempo mas,3
 como este antiguo construir estas estructuras increibles  todo esta lleno de simbolismo  ver las sombras aparecen en determinados dias cada a o  ver el templo  observatorio  ball  etc  un monton de vendedores venden chucherias  joyeria  etc   con mucha competencia para sus negocios  asi que sientase libre de regatear por un buen precio  mejor que en cancun ,4
mi experiencia fue agradable  al llegar te encuentras con un peque o parque donde se encuentra el volcan  en el exterior se puede apreciar el letrero con el nombre del volcan en letras grandes  cuexcomate   en el cual se puede uno tomar fotos  para acceder al volcan se debe de pagar la cantidad de    pesos  primeramente se encuentra un letrero con las caracteristicas del volcan que vale la pena leer  posteriormente asciendes las escaleras para poder ingresar al mismo y despues desciendes otras escaleras nuevamente  ya dentro se encuentra un guia  el cual da su explicacion cada cierto corto periodo de tiempo  el cual vale la pena escuchar  en mi caso nos menciono que no cobra pero que aceptaba propina  a lo que decidi darle  es opcional   lo que me gusto fue la historia  caracteristicas y la estructura del volcan en si  ademas de que se pueden sacar muy buenas fotos  en cuanto a lo que no me gusto la verdad no encontre algo que me disgustara ,3
excelente atencion  leandro nuestro mesero fue demasiado atento  indago si estabamos de celebracion  y nos atendieron demasiado bien  hicieron de nuestro aniversario     algo mucho mas especial,5
nos alojamos en el plano nacional de cuba en la habana para   noches  hotel edificio muy interesante y agujereado con historia   habitaciones muy anticuado  pero limpio  es algo que hay que hacer  es el tour de hotel  dos veces al dia    am y   pm    esto parecia ser un hotel de transito para   o   noches  el personal parecia cansado y desanimado pero estaban haciendo todo lo posible  nos parecio que la cena y el desayuno buffet era particular pobre en nuestra visita  ten cuidado con lo que prefiera  comida en un estado semi calido por un largo tiempo y no muy apetecible incluso para estandares cubanos  el exterior restaurante criollo  la barraca  no es mucho mejor  sin embargo  pasado este y disfrutar de la ubicacion  la historia y la habana  cambiar el dinero en la cadeca ,2
nos alojamos aqui una noche en septembe y puedo decir que el servicio era bueno la habitacion estaba muy pasada de moda  la comida en el buffet era terrible solo unas cuantas cosas en el buffet era incluso comestible  i would reccomemd este hotel solo si su escala no es mas que una estancia de una noche ,2
nos recomendaron el lugar y la comida esta muy buena  porciones algo peque as  pero la actitud del mesero deja mucho que desear ,3
buen lugar para disfrutar de un rico desayuno  con una buena vista y una excelente atencion del joven hector,4
lo mejor de este restaurante es el hermoso patio  aparte de eso  la comida es buena  mi carne maridos era deliciosa  pero llego frio  y mi pescado era normal  verduras lado y guacamole donde sosa   lo peor es por lejos el servicio    tardamos una eternidad   en menus y nos ignoro mucho  tengo que decir sus capuchinos y flan donde excelente   no es lo suficientemente bueno para volvermas,3
nos quedamos una semana en el hotel y el servicio fue espectacular  esta muy bien cuidado  limpio  y el desayuno es delicioso  la alberca esta de buen tama o  afuera estan los paseos por calandria  marquesitas y la parada del turibus   a   cuadra de paseo montejo  la mejor opcion en merida ,4
el miercoles pasado almorce  exquisita comida  buenisiiiima  la factura por dos          cop  el mal sabor de boca me lo deja un mesero que me pide su propia propina      porque la que dejo es para    personas     y queria la suya  pero donde estaba  en   mas,2
yo pense que habia visto un monton de oro en dubai  pero este lugar era otro nivel  la historia detras del oro fue fascinante como nos encontramos  golded  estabamos al final de la visita ,5
para nosotros  mas alla de lo imponente de la plaza  pensar en el che  tan emotivo en el relato de agustin  tuvo un significado especial  desde ahi se puede ver la biblioteca nacional  esta muy limpia y cuidada ,4
el lugar esta muy bien para visitarlo  esta el despacho del che  las vista del atardecer son muy bonitas  totalmente recomendado ,5
fue una experiencia muy positiva y muy grato  por todos los servicios recibos en los   dias  que permaneci con mi se ora esposa      puntos por su buen servicios recibos a nosotros  hogala podamos volver,5
anteriormente me gustaba pero se ha quedado con sus mismos platillos  no hay variedad  no hay calidad y mucho menos servicio  lastima  le he dado mas de una oportunidad y siempre es lo mismo   por ahora ya no es una opcion para visitar ,3
muy organizado  es un lugar magico  la entrada es un poco costosa  ya que es un lugar que en menos de dos horas se puede recorrer  ,3
pesimo servicio  nocontestan el telefono en rececpcion y cuando les pides algo te dicen que si te lo envian a la habitacion pero no te dicen cuando  tienes que hablar   y   veces para que te hagan caso,1
pagamos   noches y solo les aguantamos    pides cuna y te la dejan sin armar   si quieres una cama individual te cobran mas   tienen letreritos en la habitacion innecesarios solo saturan la vista  algo asi de q la camarera no lava trastes  tremenda fila para cenar y no puedes pasar del restaurant al bufet te vigilan los meseros y te rega an comida mala y por si fuera poco la animacion nocturna      ingles como si el     de mexicanos q estabamos no mereciamos un poco te participacion  por      menos fuimos a otro con suite   te dejan instalada la cuna   alimentos buenos sin q lo pidas te lavan trastes te dejan cama ind sin cargo y una super atencion  cuando decidimos retirarnos los gerentes si pusieron atencion a nuestras inconformidades y buscaron una solucion pero a nosotros ya no nos intereso,1
mi esposa y yo nos alojamos en la habana libre por   noches  como en muchos hoteles mas en cuba  es un poco gastadas y viejas  pero es solo una decoracion  hay mucho peores sitios que podria ser  como en la  tuxpan  en veraderoo   nuestra habitacion en el  o piso estaba limpia y comoda  el unico fiable de todo fue el forro de las cortinas estaban transformando a polvo como estaban tan viejas   los bares en la zona del vestibulo es excelente  excelente s mojita y todos aquellos historico las fotos de cuando revolutionaries de fidel tomo la habana es fascinante   el restaurante es grande y el desayuno es magnifico  para los estandares cubanos de todos modos   la piscina es genial  que solo tienes que dejar un deposito returnable para las toallas   la zona del hotel es  esta ,4
alquien pudiera explicarme como es posible que un hotel melia como este  en un pais tropical no pueda un huesped tomarse un zumo natural de naranja  ni de mango  ni  de sandia  ni de pi a  ni de guanabana  ni de chirimoya  solo guayaba    eso me ha sucedido en el lobby del hotel donde termine tomando un sucedaneo de la coca cola diet  la tu cola diet por el modico precio de      cuc  quienes son los responsables de ese desabastecimiento  la cadena melia o las autoridades de turismo de cuba  o el bloqueo  que falta de respeto ,2
en otras ocasiones me he quedado en los hotel istay  esta es la primera vez que me quedo en monterrey  y la experiencia fue muy deficiente  entiendo que tuvieron el hotel al      de ocupacion  lo que hizo que los empleados y procesos se vieran afectados  sin embargo me parece debieran tener previsto la alta ocupacion  menciono algunos detalles  a  me llamaron previamente via telefonica y la se orita que hablo fue contundente para pedir todos los datos de mi tarjeta de credito para garantizar la reservacion  obviamente al no tener un aviso previo de un correo oficial  la inseguridad del proceso es muy alta  de ninguna manera voy a proporcionar los datos de mi tarjeta a alguien que llama de buenas a primeras y se me lanza a la yugular en su discurso que si no le doy los   digitos x     ,2
el encargado de dar mesas en el restaurante zen  enrique   se porto muy despota al no querer darnos una mesa para    por no estar el grupo completo     nos trato como si nos estuviera haciendo el favor     es triste ver que traten mejor a los extranjeros que a los nacionales     personas como el opacan el buen servicio de sus compa eros ,3
deben de actualizar los horarios en las diferentes paginas ya que como yo o cualquiera de los visitantes que vamos podemos llegar y encontrar cerrado y luego la pagina para buscar informacion no funciona ,3
para mi sorpresa ha desmejorado ennsu atencion   tienen muy buena infraestructura pero han perdido amabilidad        en nps positivo  instalaciones  ubicacion  zona humeda  habitaciones materiales y mobiliario  negativo  atencion lenta en lobby  mantenimiento television  precio de algunos servicios  ingreso de personas no huespedes      ,3
me gusto mucho la idea de que ese lugar fue una mina de sal y fue excavada durante a os por cientos de mineros  todavia se pueden ver en las paredes las acumulaciones de este mineral y las marcas de los morteros  si eres una persona religiosa te va a encantar esta experiencia  para mi estuvo mas interesante la parte geologica del asunto  lo recomiendo      ,4
